LABEL,TRACK_ID,NUMBER_SPOTS,NUMBER_GAPS,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,LONGEST_GAP,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TOTAL_DISTANCE_TRAVELED,MAX_DISTANCE_TRAVELED,CONFINEMENT_RATIO,MEAN_STRAIGHT_LINE_SPEED,LINEARITY_OF_FORWARD_PROGRESSION,MEAN_DIRECTIONAL_CHANGE_RATE,GROUP_ID,GROUP_NAME,meta_vidID,meta_date,meta_flow_direction,meta_frame_rate,meta_ridge_angle,meta_calib_angle,meta_true_angle,meta_ridge_number,meta_ridge_spacing,meta_ridge_width,meta_ridge_design,meta_gap_size,meta_gutter_number,meta_gutter_size,meta_channel_width,meta_flowrate,meta_sheath_number,meta_media,meta_cell_conc,spots_AREA_mean,spots_POSITION_X_min,spots_POSITION_X_mean,spots_POSITION_X_max,spots_POSITION_Y_min,spots_POSITION_Y_mean,spots_POSITION_Y_max,spots_MEAN_INTENSITY_CH1_mean
Track_0,0,7725,15,0,0,0,1,7739.0,0.0,7739.0,0.21139967996531875,1312.2804561315077,210.95244544776023,0.0,0.3342427441387627,1.0036601057032237,0.0,0.2984003672027178,0.21370156523721773,0.1438212968076317,2584.3296134813754,0.8002992960397195,8.18005872248394E-5,2.7316149368822684E-5,8.172548199724639E-5,2.019543194533545,1,deflected,bsa,2020-02-26,Left,3000,15.0,0.15137555139109185,15.151375551391093,5,240,20,Straight,6.0,2,80,560,21,2,Other,0.7,30.519546925566342,1311.9542483660132,1312.2804561315077,1313.0052083333333,210.4784946236559,210.95244544776023,211.59195402298852,99.21138218223005
Track_1,1,7,0,0,0,0,0,6.0,0.0,6.0,176.35988686476216,1313.7646437564165,169.2814189843113,0.0,29.533344662862262,52.01509293488889,24.064966881489728,25.26772795712606,11.029174306343826,0.8042307283197131,177.2000679771736,176.35988686476216,0.9952585734192851,29.39331447746036,0.9952585734192854,0.08880111331297,1,deflected,bsa,2020-02-26,Left,3000,15.0,0.15137555139109185,15.151375551391093,5,240,20,Straight,6.0,2,80,560,21,2,Other,0.7,55.57142857142857,1215.9617486338798,1313.7646437564165,1392.2861111111113,165.71134020618555,169.2814189843113,174.28961748633878,129.43602381370863
Track_2,2,8806,0,0,0,0,0,8805.0,0.0,8805.0,0.04827857284439832,1251.5028426994934,248.40135678284045,0.0,0.0653808878023309,0.27211790650640183,0.0,0.052549969217291624,0.043778106837304806,0.9078589078989079,575.6787170995362,0.19165063566463272,8.386374449908809E-5,5.483086069778344E-6,8.386374449908993E-5,1.7171530987469743,1,deflected,bsa,2020-02-26,Left,3000,15.0,0.15137555139109185,15.151375551391093,5,240,20,Straight,6.0,2,80,560,21,2,Other,0.7,38.53469225528049,1251.3101851851852,1251.5028426994934,1251.6160337552744,248.24,248.40135678284045,248.56118143459915,115.70037737880256
Track_3,3,8806,0,0,0,0,0,8805.0,0.0,8805.0,0.03337682510633981,12.550530399775827,155.42607415535625,0.0,0.16360787755099307,0.9100715927139902,0.0,0.15576289920896969,0.09276790157539563,0.918565854443736,1440.567361836488,0.7245955253109688,2.3169222065249216E-5,3.790667246603045E-6,2.316922206524912E-5,1.9569539831436928,0,Ungrouped,bsa,2020-02-26,Left,3000,15.0,0.15137555139109185,15.151375551391093,5,240,20,Straight,6.0,2,80,560,21,2,Other,0.7,40.36668180785828,12.16431924882629,12.550530399775827,12.976851851851853,155.00476190476192,155.42607415535625,155.96464646464645,116.23650808903291
Track_4,4,8806,0,0,0,0,0,8805.0,0.0,8805.0,0.9478232553393205,929.2080474117291,224.68066627366133,0.0,0.4402011020319333,1.4419292228864622,0.0,0.07690500776272728,0.48807904281953346,0.7689141739289272,3875.9707033913132,1.4719301324643943,2.4453829192001234E-4,1.0764602559219996E-4,2.4453829192002123E-4,1.194394470506254,1,deflected,bsa,2020-02-26,Left,3000,15.0,0.15137555139109185,15.151375551391093,5,240,20,Straight,6.0,2,80,560,21,2,Other,0.7,29.505507608448784,928.1388888888888,929.2080474117291,929.3559322033898,223.73202614379088,224.68066627366133,225.11290322580646,121.20734969810717
Track_5,5,1211,0,0,0,0,0,1210.0,0.0,1210.0,776.4924765909957,768.6751608411475,219.45868051695373,0.0,1.1021161590400823,22.063781278681923,0.0,0.3306274742661659,3.4847252311044397,0.4416832222513282,1333.560552438501,776.4924765909957,0.5822701302697725,0.6417293194966907,0.582270130269773,1.981873690143568,2,pass,bsa,2020-02-26,Left,3000,15.0,0.15137555139109185,15.151375551391093,5,240,20,Straight,6.0,2,80,560,21,2,Other,0.7,28.6242774566474,4.835164835164835,768.6751608411475,782.4054054054054,210.96699669967,219.45868051695373,231.1197411003236,113.56165457756165
Track_6,6,5456,10,0,0,0,1,5465.0,0.0,5465.0,0.12185244207003008,634.6421286029698,169.8966466014055,0.0,0.1091002221401809,1.1319220219078223,0.0,0.08609067552051193,0.08890878059217348,0.1539276050146986,595.6947785088797,0.8132551841709347,2.0455516225112203E-4,2.229687869533945E-5,2.0437060766650495E-4,1.8180771940028397,1,deflected,bsa,2020-02-26,Left,3000,15.0,0.15137555139109185,15.151375551391093,5,240,20,Straight,6.0,2,80,560,21,2,Other,0.7,35.55397727272727,634.2804232804233,634.6421286029698,634.945205479452,169.47555555555556,169.8966466014055,170.72072072072072,116.36096721866829
Track_7,7,8806,0,0,0,0,0,8805.0,0.0,8805.0,0.35644989045247627,371.4263754728708,136.06408679454427,0.0,0.15727571037574253,1.2026238662080508,0.0,0.09926485443928063,0.177967829650964,0.15040369911570725,1384.8126298584468,0.925802455660075,2.5739936419334357E-4,4.048266785377357E-5,2.5739936419334986E-4,1.7695142036980134,0,Ungrouped,bsa,2020-02-26,Left,3000,15.0,0.15137555139109185,15.151375551391093,5,240,20,Straight,6.0,2,80,560,21,2,Other,0.7,31.710765387235977,370.9623655913979,371.4263754728708,372.18579234972674,135.9388888888889,136.06408679454427,136.56084656084656,129.51822757960045
Track_8,8,2350,6,0,0,0,5,2361.0,0.0,2361.0,0.4957712919295201,922.9444172758327,212.55203891632317,0.0,0.25658503265268845,6.851771803278806,0.0,0.1267429277141999,0.3290571426969168,0.09619143702882402,604.0792930108663,6.914670925976744,8.207056551441865E-4,2.0998360522216013E-4,8.183782313849629E-4,1.4504130712699885,1,deflected,bsa,2020-02-26,Left,3000,15.0,0.15137555139109185,15.151375551391093,5,240,20,Straight,6.0,2,80,560,21,2,Other,0.7,22.348936170212767,920.1090909090908,922.9444172758327,926.7532467532468,212.26470588235293,212.55203891632317,218.8755555555556,126.60311861804627
Track_9,9,64,14,0,0,0,2,78.0,1.0,79.0,0.0559352152232337,931.2414753203042,189.0535749986959,0.0,0.05721381838539242,0.27103669359458804,0.0,0.048973626204851864,0.06256794387239357,0.07933136681094766,4.1252750460752745,0.23406865705740196,0.013559148080671525,7.171181438876116E-4,0.012534002521158473,1.0170362996439974,1,deflected,bsa,2020-02-26,Left,3000,15.0,0.15137555139109185,15.151375551391093,5,240,20,Straight,6.0,2,80,560,21,2,Other,0.7,30.0859375,931.1451612903226,931.2414753203042,931.5052083333334,189.01639344262296,189.0535749986959,189.1904761904762,106.68894040582234
